ID,Francs,Rappen
102337,34,30
102338,34,85
102339,44,55
102340,36,65
102341,43,85
102342,36,40
102343,46,50
102344,26,65
102345,43,90
102346,40,0
102347,25,25
102348,35,70
102349,42,5
102350,40,35
102351,46,5
102352,23,75
102353,42,20
102354,41,70
102355,22,55
102356,14,65
102357,33,10
102358,17,40
102359,13,70
102360,35,70
102361,18,40
102362,36,85
102363,19,10
102364,43,50
102365,47,90
102366,47,55
102367,22,65
102368,28,45
102369,25,25
102370,23,95
102371,18,0
102372,18,50
102373,10,10
102374,20,55
102375,19,0
102376,21,25
102377,25,95
102378,44,70
102379,44,20
102380,21,85
102381,30,75
102382,46,60
102383,29,80
102384,43,95
102385,42,90
102386,34,90
102387,43,60
102388,10,60
102389,40,55
102390,37,15
102391,37,75
102392,23,70
102393,44,25
102394,34,75
102395,33,55
102396,20,45
102397,36,80
102398,18,40
102399,10,65
102400,16,5
102401,40,80
102402,23,60
102403,44,10
102404,27,80
102405,32,0
102406,30,55
102407,39,50
102408,32,5
102409,33,5
102410,27,15
102411,33,45
102412,22,0
102413,39,45
102414,18,60
102415,47,35
102416,37,5
102417,35,30
102418,12,35
102419,46,75
102420,33,5
102421,12,5
102422,36,70
102423,12,10
102424,34,0
102425,36,30
102426,40,70
102427,36,20
102428,10,65
102429,20,50
102430,18,60
102431,45,10
102432,48,35
102433,13,30
102434,38,70
102435,38,95
102436,32,30
102437,26,80
102438,34,20
102439,19,30
102440,29,80
102441,35,65
102442,40,65
102443,22,30
102444,32,35
102445,10,15
102446,30,25
102447,22,85
102448,40,80
102449,12,70
102450,23,85
102451,34,35
102452,13,55
102453,22,90
102454,10,40
102455,22,50
102456,25,20
102457,27,15
102458,36,5
102459,31,15
102460,37,75
102461,41,70
102462,30,40
102463,44,20
102464,32,50
102465,42,75
102466,19,10
102467,33,20
102468,31,50
102469,45,65
102470,49,70
102471,34,60
102472,40,55
102473,26,85
102474,41,10
102475,35,90
102476,31,90
102477,11,55
102478,32,40
102479,18,40
102480,11,50
102481,47,45
102482,25,15
102483,21,85
102484,42,45
102485,22,65
102486,18,5
102487,14,75
102488,14,40
102489,41,75
102490,10,80
102491,33,30
102492,40,30
102493,34,35
102494,21,85
102495,25,35
102496,38,15
102497,43,10
102498,28,80
102499,48,5
102500,41,60
102501,34,40
102502,27,40
102503,16,5
102504,45,55
102505,20,90
102506,10,45
102507,11,85
102508,23,55
102509,15,85
102510,48,65
102511,35,15
102512,37,45
102513,20,65
102514,12,0
102515,26,45
102516,20,25
102517,18,75
102518,24,5
102519,11,40
102520,33,45
102521,10,15
102522,25,35
102523,31,90
102524,23,90
102525,11,0
102526,18,70
102527,17,5
102528,40,15
102529,36,80
102530,44,80
102531,34,0
102532,49,15
102533,46,60
102534,39,40
102535,10,55
102536,28,80
102537,22,35
102538,38,40
102539,43,90
102540,15,90
102541,41,60
102542,49,55
102543,46,50
102544,12,25
102545,47,85
102546,40,50
102547,33,5
102548,25,15
102549,34,45
102550,30,0
102551,21,60
102552,24,25
102553,31,85
102554,40,0
102555,22,60
102556,11,15
102557,49,90
102558,26,15
102559,32,70
102560,16,70
102561,43,30
102562,43,5
102563,22,50
102564,49,85
102565,27,35
102566,45,30
102567,22,50
102568,41,0
102569,14,55
102570,33,15
102571,35,55
102572,24,20
102573,15,30
102574,19,85
102575,36,65
102576,21,20
102577,41,95
102578,47,0
102579,43,65
102580,12,20
102581,42,35
102582,43,75
102583,10,50
102584,46,85
102585,34,80
102586,24,80
102587,14,75
102588,23,0
102589,18,65
102590,32,95
102591,14,50
102592,17,25
102593,45,85
102594,27,35
102595,46,5
102596,26,15
102597,14,90
102598,28,0
102599,11,15
102600,17,95
102601,39,85
102602,30,55
102603,24,20
102604,20,5
102605,14,10
102606,41,25
102607,17,85
102608,28,5
102609,34,95
102610,11,40
102611,18,50
102612,47,80
102613,48,55
102614,24,20
102615,23,90
102616,34,40
102617,18,10
102618,17,25
102619,16,25
102620,46,15
102621,36,30
102622,47,65
102623,45,55
102624,20,15
102625,13,90
102626,48,10
102627,40,80
102628,12,50
102629,16,80
102630,12,85
102631,21,35
102632,10,15
102633,26,75
102634,34,75
102635,43,15
102636,27,50
102637,21,95
102638,47,65
102639,23,90
102640,21,90
102641,14,20
102642,26,65
102643,12,40
102644,24,10
102645,24,25
102646,46,25
102647,36,15
102648,29,55
102649,28,60
102650,32,85
102651,29,30
102652,47,15
102653,32,40
102654,19,55
102655,38,80
102656,10,10
102657,48,90
102658,29,55
102659,36,45
102660,24,85
102661,27,40
102662,12,85
102663,43,90
102664,13,50
102665,14,0
102666,14,20
102667,18,10
102668,44,35
102669,43,40
102670,33,65
102671,11,15
102672,39,55
102673,21,90
102674,13,95
102675,24,25
102676,13,70
102677,34,45
102678,22,25
102679,25,60
102680,36,35
102681,39,70
102682,31,60
102683,38,15
102684,40,0
102685,46,75
102686,38,55
102687,44,35
102688,18,30
102689,29,10
102690,26,15
102691,26,50
102692,26,80
102693,45,45
102694,37,90
102695,10,20
102696,39,15
102697,49,20
102698,45,90
102699,17,30
102700,36,15
102701,32,25
102702,19,10
102703,45,95
102704,40,80
102705,37,70
102706,24,10
102707,39,55
102708,15,65
102709,26,55
102710,29,45
102711,32,80
102712,34,15
102713,38,45
102714,13,25
102715,44,50
102716,37,95
102717,24,40
102718,35,20
102719,33,80
102720,40,40
102721,10,0
102722,10,45
102723,47,20
102724,30,15
102725,14,95
102726,22,45
102727,36,70
102728,29,5
102729,10,50
102730,10,65
102731,13,25
102732,25,60
102733,29,15
102734,29,55
102735,30,35
102736,11,90
102737,35,0
102738,37,55
102739,16,45
102740,49,40
102741,30,10
102742,20,75
102743,49,60
102744,49,60
102745,37,75
102746,45,5
102747,12,0
102748,22,15
102749,37,80
102750,17,65
102751,40,55
102752,20,45
102753,49,70
102754,20,35
102755,41,20
102756,44,70
102757,31,60
102758,32,35
102759,33,50
102760,22,50
102761,45,20
102762,31,25
102763,15,85
102764,45,55
102765,23,20
102766,27,90
102767,42,70
102768,20,55
102769,37,70
102770,42,10
102771,31,35
102772,14,55
102773,42,90
102774,16,25
102775,43,70
102776,10,50
102777,10,90
102778,36,25
102779,21,40
102780,42,75
102781,44,5
102782,29,80
102783,28,50
102784,12,75
102785,37,10
102786,18,5
102787,40,90
102788,45,65
102789,40,55
102790,41,15
102791,41,15
102792,41,40
102793,33,40
102794,21,30
102795,18,35
102796,43,45
102797,40,80
102798,25,15
102799,24,5
102800,11,80
102801,49,55
102802,36,85
102803,21,65
102804,44,70
102805,47,20
102806,32,85
102807,45,25
102808,49,0
102809,31,60
102810,34,20
102811,35,35
102812,10,25
102813,23,65
102814,10,85
102815,33,70
102816,41,95
102817,31,35
102818,26,0
102819,47,75
102820,42,70
102821,35,75
102822,38,70
102823,16,75
102824,34,90
102825,46,20
102826,37,65
102827,38,35
102828,11,25
102829,19,35
102830,27,5
102831,49,35
102832,39,5
102833,35,65
102834,13,45
102835,30,85
102836,32,10
102837,16,90
102838,42,50
102839,49,40
102840,48,65
102841,29,65
102842,38,30
102843,37,0
102844,32,25
102845,21,0
102846,22,60
102847,31,75
102848,25,60
102849,47,30
102850,11,50
102851,37,30
102852,14,80
102853,14,60
102854,39,55
102855,45,70
102856,17,60
102857,34,20
102858,19,5
102859,13,25
102860,11,15
102861,11,60
102862,18,55
102863,33,5
102864,35,45
102865,16,90
102866,45,50
102867,10,65
102868,14,30
102869,33,15
102870,47,10
102871,38,40
102872,12,95
102873,44,65
102874,44,95
102875,28,10
102876,39,0
102877,14,80
102878,45,85
102879,36,10
102880,46,40
102881,27,90
102882,36,55
102883,40,45
102884,20,70
102885,25,90
102886,38,15
102887,35,85
102888,17,45
102889,31,5
102890,28,55
102891,36,65
102892,26,15
102893,36,65
102894,24,45
102895,49,65
102896,10,95
102897,27,80
102898,42,30
102899,41,25
102900,39,90
102901,16,5
102902,34,5
102903,14,60
102904,26,70
102905,21,25
102906,44,70
102907,32,30
102908,41,90
102909,45,30
102910,20,5
102911,46,70
102912,14,25
102913,14,65
102914,32,70
102915,41,40
102916,14,35
102917,20,70
102918,39,0
102919,33,80
102920,19,40
102921,47,5
102922,21,75
102923,40,0
102924,45,30
102925,27,0
102926,35,35
102927,26,10
102928,19,70
102929,41,20
102930,47,90
102931,49,10
102932,49,60
102933,26,70
102934,28,55
102935,31,40
102936,38,10
102937,46,35
102938,47,0
102939,46,15
102940,40,0
102941,45,70
102942,35,85
102943,28,35
102944,13,65
102945,11,90
102946,46,20
102947,41,60
102948,16,75
102949,19,80
102950,28,50
102951,19,15
102952,17,40
102953,47,20
102954,25,45
102955,20,15
102956,48,10
102957,14,0
102958,22,75
102959,48,45
102960,31,35
102961,25,60
102962,20,50
102963,27,5
102964,36,45
102965,18,95
102966,26,85
102967,42,65
102968,33,0
102969,11,60
102970,14,55
102971,43,0
102972,48,5
102973,33,80
102974,35,70
102975,37,40
102976,33,85
102977,27,25
102978,31,40
102979,35,40
102980,37,10
102981,38,70
102982,40,40
102983,45,25
102984,49,85
102985,16,45
102986,36,30
102987,47,40
102988,20,95
102989,39,35
102990,26,30
102991,33,70
102992,46,80
102993,40,30
102994,49,15
102995,47,20
102996,46,45
102997,27,45
102998,40,10
102999,32,30
103000,38,0
103001,20,5
103002,25,45
103003,19,90
103004,12,0
103005,17,85
103006,11,25
103007,14,60
103008,38,80
103009,13,90
103010,42,5
103011,25,10
103012,12,60
103013,27,95
103014,48,40
103015,40,75
103016,12,15
103017,33,75
103018,39,80
103019,24,60
103020,31,70
103021,30,75
103022,14,90
103023,46,90
103024,42,30
103025,24,30
103026,12,35
103027,29,90
103028,40,5
103029,32,75
103030,45,50
103031,38,15
103032,12,5
103033,26,25
103034,47,70
103035,18,65
103036,12,55
103037,22,75
103038,13,25
103039,36,40
103040,32,85
103041,23,0
103042,31,10
103043,25,5
103044,32,20
103045,11,75
103046,43,30
103047,45,25
103048,46,70
103049,26,10
103050,39,80
103051,32,15
103052,43,25
103053,31,80
103054,10,15
103055,21,25
103056,45,70
103057,25,45
103058,33,40
103059,40,75
103060,34,60
103061,36,25
103062,23,70
103063,29,55
103064,27,80
103065,18,85
103066,14,55
103067,25,35
103068,34,85
103069,46,0
103070,38,70
103071,15,15
103072,18,40
103073,14,90
103074,43,55
103075,10,55
103076,22,50
103077,29,10
103078,22,45
103079,43,85
103080,32,85
103081,18,55
103082,34,5
103083,36,20
103084,43,55
103085,15,35
103086,27,20
103087,33,30
103088,21,20
103089,43,70
103090,25,60
103091,30,40
103092,14,55
103093,42,45
103094,24,40
103095,17,70
103096,23,20
103097,46,70
103098,36,20
103099,25,50
103100,13,85
103101,17,25
103102,12,95
103103,23,80
103104,27,5
103105,20,45
103106,39,70
103107,18,25
103108,13,40
103109,44,15
103110,24,95
103111,24,45
103112,25,70
103113,41,30
103114,16,80
103115,25,80
103116,25,85
103117,27,25
103118,47,85
103119,12,75
103120,24,85
103121,39,10
103122,43,85
103123,14,20
103124,14,50
103125,27,30
103126,22,80
103127,39,10
103128,26,15
103129,29,80
103130,19,90
103131,32,15
103132,37,5
103133,42,80
103134,46,50
103135,37,80
103136,11,15
103137,16,65
103138,42,50
103139,46,35
103140,26,85
103141,35,25
103142,41,20
103143,47,95
103144,38,30
103145,35,40
103146,31,50
103147,48,15
103148,20,85
103149,29,40
103150,24,50
103151,42,30
103152,48,25
103153,17,85
103154,30,15
103155,21,70
103156,37,70
103157,37,20
103158,47,15
103159,12,15
103160,25,40
103161,46,45
103162,10,60
103163,45,35
103164,11,45
103165,10,75
103166,41,95
103167,13,60
103168,49,45
103169,18,65
103170,44,50
103171,37,90
103172,10,55
103173,35,85
103174,16,20
103175,18,75
103176,33,40
103177,49,30
103178,10,40
103179,39,45
103180,30,65
103181,47,80
103182,10,10
103183,41,45
103184,24,25
103185,48,80
103186,23,10
103187,39,15
103188,23,75
103189,46,90
103190,46,30
103191,10,95
103192,19,5
103193,23,95
103194,28,65
103195,22,90
103196,28,50
103197,37,80
103198,28,85
103199,35,10
103200,32,75
103201,18,60
103202,14,20
103203,49,75
103204,44,45
103205,18,60
103206,32,40
103207,32,85
103208,48,70
103209,19,20
103210,18,75
103211,12,20
103212,17,10
103213,31,35
103214,17,65
103215,36,0
103216,35,40
103217,44,85
103218,28,25
103219,33,5
103220,15,25
103221,18,25
103222,38,35
103223,47,70
103224,27,5
103225,13,25
103226,19,80
103227,39,70
103228,34,80
103229,14,25
103230,26,0
103231,11,55
103232,13,50
103233,17,25
103234,18,35
103235,33,95
103236,48,40
103237,41,90
103238,38,35
103239,46,60
103240,16,0
103241,48,55
103242,47,55
103243,26,0
103244,48,45
103245,46,80
103246,18,50
103247,37,10
103248,23,95
103249,39,50
103250,18,5
103251,32,90
103252,46,40
103253,13,90
103254,36,10
103255,13,75
103256,32,45
103257,17,15
103258,32,65
103259,41,80
103260,33,10
103261,22,55
103262,46,85
103263,32,30
103264,30,90
103265,14,35
103266,18,45
103267,41,55
103268,38,75
103269,37,65
103270,33,60
103271,31,80
103272,33,60
103273,23,80
103274,44,25
103275,27,20
103276,22,0
103277,44,50
103278,31,30
103279,30,50
103280,26,15
103281,45,90
103282,35,15
103283,45,0
103284,46,45
103285,41,70
103286,37,15
103287,20,75
103288,46,70
103289,28,90
103290,34,25
103291,47,80
103292,48,55
103293,49,50
103294,38,55
103295,32,40
103296,16,50
103297,28,60
103298,44,70
103299,44,85
103300,28,25
103301,26,55
103302,22,75
103303,29,10
103304,31,50
103305,43,75
103306,39,55
103307,31,45
103308,12,20
103309,17,0
103310,37,50
103311,34,5
103312,40,35
103313,44,85
103314,28,90
103315,31,10
103316,13,50
103317,23,75
103318,35,35
103319,41,15
103320,19,30
103321,10,90
103322,13,50
103323,11,75
103324,48,40
103325,23,50
103326,44,45
103327,48,30
103328,40,25
103329,45,80
103330,20,0
103331,47,25
103332,44,90
103333,45,50
103334,48,90
103335,41,5
103336,18,60
103337,22,35
103338,23,65
103339,35,15
103340,11,50
103341,18,55
103342,20,45
103343,37,70
103344,24,95
103345,24,40
103346,34,40
103347,25,70
103348,12,55
103349,15,45
103350,47,10
103351,43,85
103352,13,5
103353,25,30
103354,35,60
103355,42,5
103356,38,95
103357,23,45
103358,28,35
103359,47,10
103360,14,70
103361,36,30
103362,48,70
103363,45,30
103364,39,65
103365,24,0
103366,19,65
103367,47,0
103368,22,20
103369,22,75
103370,14,45
103371,45,40
103372,14,65
103373,19,90
103374,36,75
103375,40,65
103376,36,0
103377,48,70
103378,46,80
103379,30,90
103380,34,5
103381,35,20
103382,30,30
103383,33,35
103384,44,60
103385,26,50
103386,43,80
103387,39,5
103388,44,30
103389,20,90
103390,23,40
103391,41,55
103392,48,70
103393,14,5
103394,43,50
103395,34,80
103396,44,35
103397,43,15
103398,46,15
103399,10,20
103400,40,85
103401,17,15
103402,34,15
103403,36,65
103404,35,75
103405,23,40
103406,29,40
103407,24,75
103408,49,70
103409,13,90
103410,18,20
103411,44,20
103412,20,65
103413,48,65
103414,13,50
103415,17,95
103416,40,60
103417,37,55
103418,24,30
103419,42,70
103420,31,45
103421,26,30
103422,27,45
103423,22,80
103424,35,25
103425,41,90
103426,18,55
103427,10,0
103428,19,55
103429,24,95
103430,32,65
103431,20,40
103432,27,45
103433,43,60
103434,30,70
103435,39,65
103436,35,15
103437,45,10
103438,44,35
103439,26,60
103440,29,55
103441,16,35
103442,40,40
103443,15,10
103444,44,5
103445,27,65
103446,40,70
103447,17,5
103448,37,95
103449,45,30
103450,48,30
103451,20,95
103452,39,80
103453,14,95
103454,30,80
103455,12,85
103456,44,55
103457,39,70
103458,25,30
103459,30,80
103460,30,25
103461,41,70
103462,16,95
103463,49,80
103464,30,65
103465,22,95
103466,44,95
103467,20,75
103468,16,40
103469,27,45
103470,16,20
103471,34,50
103472,35,55
103473,19,55
103474,23,90
103475,22,90
103476,48,5
103477,40,40
103478,32,25
103479,26,30
103480,47,90
103481,22,90
103482,11,15
103483,35,15
103484,31,40
103485,21,25
103486,33,15
103487,40,35
103488,21,45
103489,30,50
103490,22,5
103491,12,60
103492,22,35
103493,11,55
103494,45,95
103495,25,95
103496,30,40
103497,36,65
103498,37,95
103499,49,15
103500,14,5
103501,34,0
103502,16,75
103503,18,60
103504,37,45
103505,49,20
103506,33,25
103507,38,50
103508,39,80
103509,31,20
103510,31,30
103511,22,25
103512,46,5
103513,23,25
103514,13,35
103515,49,90
103516,38,50
103517,26,70
103518,35,40
103519,32,5
103520,14,40
103521,21,20
103522,34,15
103523,16,95
103524,36,25
103525,26,70
103526,34,50
103527,17,85
103528,47,40
103529,42,80
103530,33,45
103531,14,50
103532,33,10
103533,35,90
103534,21,30
103535,34,60
103536,18,35
103537,48,10
103538,20,40
103539,42,25
103540,18,20
103541,21,85
103542,15,30
103543,10,60
103544,40,75
103545,45,5
103546,35,60
103547,12,60
103548,18,75
103549,31,60
103550,24,80
103551,22,55
103552,35,80
103553,43,40
103554,48,75
103555,44,70
103556,26,15
103557,30,20
103558,49,0
103559,13,40
103560,22,10
103561,30,90
103562,22,75
103563,14,15
103564,39,40
103565,39,25
103566,17,60
103567,32,55
103568,29,75
103569,48,45
103570,39,20
103571,46,60
103572,31,35
103573,34,45
103574,14,65
103575,10,40
103576,47,50
103577,11,45
103578,49,25
103579,24,25
103580,39,95
103581,13,90
103582,24,35
103583,36,65
103584,16,80
103585,35,60
103586,24,0
103587,33,85
103588,27,50
103589,49,80
103590,42,0
103591,28,35
103592,32,15
103593,24,50
103594,12,45
103595,13,45
103596,45,90
103597,38,10
103598,12,25
103599,49,20
103600,32,40
103601,13,30
103602,38,5
103603,44,40
103604,13,5
103605,20,65
103606,45,80
103607,45,30
103608,23,85
103609,23,95
103610,14,15
103611,29,25
103612,18,15
103613,31,25
103614,29,90
103615,22,5
103616,42,55
103617,36,50
103618,41,95
103619,19,10
103620,30,85
103621,29,30
103622,43,85
103623,23,75
103624,37,20
103625,27,50
103626,43,40
103627,33,95
103628,39,0
103629,28,95
103630,17,10
103631,18,80
103632,28,0
103633,17,20
103634,48,50
103635,23,5
103636,31,55
103637,15,20
103638,25,95
103639,20,0
103640,16,45
103641,22,85
103642,18,20
103643,40,10
103644,13,95
103645,37,65
103646,15,50
103647,40,90
103648,47,20
103649,23,50
103650,22,80
103651,49,55
103652,40,60
103653,18,0
103654,37,55
103655,49,5
103656,24,40
103657,23,50
103658,22,95
103659,11,95
103660,13,75
103661,20,75
103662,45,5
103663,30,15
103664,45,5
103665,16,50
103666,43,30
103667,29,45
103668,42,20
103669,31,30
103670,16,90
103671,30,90
103672,47,10
103673,34,80
103674,45,75
103675,34,65
103676,48,60
103677,35,30
103678,19,95
103679,44,60
103680,23,75
103681,43,0
103682,47,65
103683,13,5
103684,19,75
103685,43,90
103686,15,60
103687,31,35
103688,32,5
103689,17,25
103690,30,65
103691,36,60
103692,43,55
103693,42,50
103694,31,20
103695,22,85
103696,10,45
103697,20,85
103698,47,20
103699,14,25
103700,46,90
103701,37,75
103702,47,85
103703,33,25
103704,29,60
103705,43,25
103706,43,15
103707,22,60
103708,12,0
103709,15,15
103710,25,0
103711,10,30
103712,42,0
103713,36,35
103714,27,5
103715,24,30
103716,18,55
103717,31,70
103718,15,65
103719,25,15
103720,35,55
103721,21,85
103722,13,90
103723,17,30
103724,19,0
103725,12,65
103726,30,75
103727,19,30
103728,32,90
103729,16,75
103730,22,20
103731,27,95
103732,48,55
103733,11,55
103734,27,40
103735,17,40
103736,15,20
103737,16,60
103738,35,55
103739,32,70
103740,17,30
103741,23,45
103742,13,50
103743,29,65
103744,36,65
103745,23,15
103746,26,50
103747,34,55
103748,10,15
103749,20,85
103750,28,35
103751,27,10
103752,13,50
103753,45,30
103754,48,30
103755,33,90
103756,43,75
103757,28,90
103758,40,20
103759,31,5
103760,46,65
103761,22,55
103762,22,50
103763,46,75
103764,28,20
103765,38,80
103766,18,60
103767,31,90
103768,48,30
103769,13,75
103770,43,50
103771,41,5
103772,25,30
103773,33,80
103774,23,70
103775,22,85
103776,16,45
103777,25,0
103778,13,45
103779,23,30
103780,37,10
103781,21,35
103782,12,35
103783,41,60
103784,20,10
103785,12,10
103786,40,15
103787,18,90
103788,30,80
103789,27,60
103790,34,30
103791,35,30
103792,44,45
103793,29,50
103794,35,65
103795,33,75
103796,22,80
103797,31,20
103798,18,70
103799,19,35
103800,26,85
103801,40,60
103802,33,60
103803,30,75
103804,42,0
103805,38,80
103806,18,0
103807,38,60
103808,13,95
103809,11,25
103810,33,45
103811,34,40
103812,27,75
103813,27,30
103814,42,90
103815,48,85
103816,49,5
103817,31,80
103818,29,0
103819,37,40
103820,46,65
103821,41,75
103822,17,80
103823,20,90
103824,45,0
103825,15,20
103826,28,30
103827,37,55
103828,34,30
103829,10,30
103830,23,45
103831,25,90
103832,37,65
103833,22,20
103834,34,0
103835,47,30
103836,19,60
103837,45,60
103838,42,80
103839,47,35
103840,17,30
103841,42,75
103842,26,80
103843,49,35
103844,10,40
103845,39,80
103846,40,5
103847,35,95
103848,23,50
103849,37,20
103850,43,50
103851,17,0
103852,30,55
103853,38,20
103854,13,15
103855,28,40
103856,20,55
103857,18,70
103858,10,50
103859,38,80
103860,37,5
103861,38,10
103862,38,55
103863,31,75
103864,40,80
103865,24,40
103866,35,35
103867,35,50
103868,33,15
103869,45,75
103870,35,15
103871,32,50
103872,23,70
103873,16,10
103874,15,35
103875,45,80
103876,11,15
103877,34,75
103878,42,65
103879,31,95
103880,14,0
103881,26,65
103882,41,50
103883,34,35
103884,13,60
103885,48,85
103886,20,40
103887,46,80
103888,49,55
103889,18,65
103890,30,15
103891,18,35
103892,33,75
103893,37,0
103894,10,85
103895,42,65
103896,42,5
103897,11,45
103898,35,90
103899,35,90
103900,45,5
103901,19,20
103902,43,80
103903,37,95
103904,39,65
103905,45,65
103906,29,30
103907,10,0
103908,46,40
103909,28,20
103910,11,25
103911,20,70
103912,21,75
103913,17,70
103914,35,5
103915,22,0
103916,46,35
103917,20,40
103918,49,90
103919,30,95
103920,36,90
103921,21,50
103922,37,30
103923,39,95
103924,38,30
103925,27,25
103926,31,65
103927,40,20
103928,13,0
103929,32,95
103930,26,60
103931,15,30
103932,34,30
103933,19,60
103934,14,25
103935,22,0
103936,18,70
103937,42,65
103938,13,60
103939,46,10
103940,43,60
103941,19,60
103942,30,35
103943,10,15
103944,36,65
103945,47,55
103946,37,90
103947,46,0
103948,49,20
103949,45,5
103950,29,40
103951,11,65
103952,45,5
103953,37,40
103954,34,30
103955,46,50
103956,14,25
103957,49,20
103958,10,20
103959,45,70
103960,35,80
103961,46,45
103962,17,15
103963,28,90
103964,38,5
103965,35,55
103966,43,5
103967,49,15
103968,48,75
103969,48,80
103970,45,40
103971,36,65
103972,37,60
103973,37,40
103974,46,80
103975,24,35
103976,34,15
103977,28,65
103978,43,20
103979,42,15
103980,19,95
103981,45,60
103982,45,80
103983,27,85
103984,10,55
103985,12,50
103986,43,45
103987,24,10
103988,32,45
103989,45,80
103990,48,80
103991,14,0
103992,47,65
103993,14,0
103994,27,40
103995,12,75
103996,27,0
103997,41,55
103998,31,55
103999,32,80
104000,48,55
104001,24,35
104002,43,95
104003,45,30
104004,42,65
104005,22,15
104006,16,80
104007,17,15
104008,21,55
104009,16,85
104010,44,30
104011,49,55
104012,31,80
104013,24,60
104014,46,45
104015,38,85
104016,28,60
104017,13,50
104018,45,95
104019,40,65
104020,40,80
104021,30,80
104022,27,5
104023,26,35
104024,18,45
104025,12,90
104026,48,50
104027,18,15
104028,40,95
104029,35,85
104030,29,95
104031,19,25
104032,12,75
104033,41,0
104034,30,75
104035,45,5
104036,34,25
104037,43,70
104038,10,60
104039,42,15
104040,41,45
104041,17,15
104042,16,55
104043,32,45
104044,14,25
104045,28,40
104046,12,90
104047,49,30
104048,22,25
104049,40,5
104050,46,55
104051,11,15
104052,15,35
104053,13,5
104054,40,80
104055,48,10
104056,33,20
104057,45,25
104058,34,60
104059,26,65
104060,43,30
104061,32,50
104062,28,25
104063,20,35
104064,33,55
104065,49,0
104066,16,5
104067,12,0
104068,39,5
104069,11,25
104070,37,80
104071,40,30
104072,23,60
104073,13,65
104074,46,35
104075,38,10
104076,17,30
104077,30,80
104078,19,10
104079,35,90
104080,15,10
104081,18,80
104082,12,65
104083,20,75
104084,46,70
104085,35,15
104086,16,20
104087,43,30
104088,14,90
104089,15,10
104090,15,85
104091,48,40
104092,47,15
104093,17,80
104094,18,0
104095,16,45
104096,36,40
104097,22,50
104098,43,5
104099,48,40
104100,35,35
104101,35,80
104102,12,40
104103,31,90
104104,16,55
104105,30,95
104106,20,80
104107,48,15
104108,25,40
104109,27,65
104110,48,70
104111,18,65
104112,39,5
104113,12,60
104114,24,75
104115,10,85
104116,12,70
104117,29,50
104118,27,45
104119,38,95
104120,42,35
104121,31,55
104122,15,10
104123,27,45
104124,42,35
104125,11,0
104126,35,90
104127,46,75
104128,19,35
104129,16,95
104130,14,30
104131,16,50
104132,27,35
104133,49,90
104134,17,10
104135,24,85
104136,25,55
104137,42,45
104138,17,70
104139,15,15
104140,34,50
104141,19,55
104142,29,65
104143,19,5
104144,46,5
104145,32,40
104146,41,55
104147,13,10
104148,25,20
104149,20,90
104150,28,25
104151,22,95
104152,25,0
104153,38,30
104154,46,30
104155,49,5
104156,25,90
104157,11,40
104158,39,5
104159,19,40
104160,36,70
104161,40,30
104162,26,50
104163,37,95
104164,43,45
104165,47,60
104166,10,55
104167,20,85
104168,27,35
104169,22,25
104170,32,75
104171,18,65
104172,39,35
104173,14,30
104174,24,70
104175,45,80
104176,37,95
104177,31,0
104178,10,85
104179,48,5
104180,43,20
104181,30,55
104182,34,95
104183,40,60
104184,33,75
104185,47,40
104186,36,80
104187,37,55
104188,22,15
104189,15,80
104190,36,5
104191,33,40
104192,27,30
104193,44,60
104194,22,65
104195,31,80
104196,26,15
104197,40,65
104198,21,35
104199,22,45
104200,44,50
104201,34,70
104202,11,0
104203,19,55
104204,12,90
104205,14,65
104206,38,55
104207,41,65
104208,48,65
104209,28,80
104210,47,65
104211,45,15
104212,40,65
104213,31,35
104214,17,20
104215,21,60
104216,42,45
104217,46,0
104218,17,75
104219,45,90
104220,33,90
104221,38,0
104222,16,0
104223,36,0
104224,34,75
104225,30,15
104226,43,25
104227,48,90
104228,34,95
104229,16,75
104230,33,65
104231,30,50
104232,14,30
104233,46,45
104234,16,45
104235,26,55
104236,11,25
104237,38,45
104238,25,30
104239,14,60
104240,18,15
104241,27,95
104242,23,15
104243,48,55
104244,15,45
104245,28,15
104246,29,70
104247,21,30
104248,44,55
104249,22,30
104250,30,15
104251,11,25
104252,35,30
104253,20,70
104254,25,5
104255,15,80
104256,23,90
104257,35,65
104258,33,70
104259,31,45
104260,15,40
104261,15,60
104262,11,15
104263,32,90
104264,34,70
104265,10,70
104266,14,60
104267,19,20
104268,38,5
104269,31,60
104270,32,80
104271,43,55
104272,14,90
104273,40,65
104274,20,20
104275,44,65
104276,30,40
104277,48,70
104278,38,75
104279,43,5
104280,41,75
104281,11,20
104282,18,50
104283,44,0
104284,45,85
104285,15,40
104286,31,55
104287,28,10
104288,49,65
104289,34,30
104290,10,0
104291,48,70
104292,33,20
104293,32,80
104294,38,10
104295,42,90
104296,37,60
104297,23,90
104298,40,70
104299,42,90
104300,33,40
104301,47,35
104302,26,55
104303,20,40
104304,26,35
104305,47,65
104306,20,40
104307,15,25
104308,37,80
104309,17,85
104310,21,15
104311,15,55
104312,37,75
104313,17,5
104314,28,60
104315,37,40
104316,11,25
104317,23,55
104318,36,5
104319,11,15
104320,43,30
104321,18,60
104322,44,10
104323,12,15
104324,36,40
104325,34,55
104326,38,10
104327,29,95
104328,42,75
104329,18,25
104330,13,25
104331,33,35
104332,29,25
104333,33,50
104334,49,55
